commune,BDP/PBD,CSP/PCS,CVP/PDC,EVP/PEV,FDP/PLR (PRD),GLP/PVL,PdA/PST,SP/PS,SVP/UDC,EDU/UDF,GPS/PES,Lega,MCR,SD/DS,Sol.,Übrige/Autres
Biel-Benken,2.75,0.0,19.88,2.35,17.77,2.98,0.0,17.03,26.42,0.21,9.77,0.0,0.0,0.0,0.0,0.83
Biel/Bienne,7.0,0.0,2.04,3.34,9.42,5.68,0.96,32.01,22.05,1.4,13.93,0.0,0.0,0.39,0.0,1.77
Biezwil,9.35,0.0,5.14,1.45,35.57,2.5,0.0,8.7,31.36,0.0,4.74,0.0,0.0,0.0,0.0,1.19
Biglen,21.15,0.0,1.73,5.24,6.44,5.18,0.64,12.75,38.06,2.28,4.3,0.0,0.0,0.26,0.0,1.97
Billens-Hennens,0.5,0.93,19.53,0.06,18.53,0.31,0.0,19.53,33.71,0.06,6.84,0.0,0.0,0.0,0.0,0.0
Binn,0.0,0.0,68.75,0.0,1.0,0.0,0.0,3.0,21.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0
Binningen,2.6,0.0,8.69,1.95,22.33,3.89,0.0,23.3,23.86,0.26,12.5,0.0,0.0,0.0,0.0,0.63
Bioggio,0.0,0.0,20.28,0.0,22.46,0.31,0.33,11.84,13.39,0.0,4.58,24.82,0.0,0.0,0.0,1.99
Bioley-Magnoux,0.5,0.0,2.68,0.73,18.8,5.13,0.0,13.83,47.35,0.0,7.42,0.0,0.0,0.0,0.22,3.35
Bioley-Orjulaz,1.69,0.0,9.6,1.02,34.27,3.33,0.0,8.49,30.71,0.93,8.62,0.0,0.0,0.0,0.36,0.98
Birmensdorf (ZH),3.3,0.0,6.81,1.39,15.97,8.6,0.18,17.45,37.1,1.26,4.86,0.0,0.0,0.31,0.0,2.78
Birmenstorf (AG),5.59,0.0,19.22,2.54,13.4,4.85,0.0,9.85,37.43,0.5,4.95,0.0,0.0,0.0,0.0,1.68
Birr,6.22,0.0,5.4,4.43,13.89,3.61,0.0,15.44,45.41,1.58,1.99,0.0,0.0,0.0,0.0,2.04
Birrhard,3.76,0.0,3.21,4.42,15.97,3.36,0.0,8.98,54.12,0.11,3.68,0.0,0.0,0.0,0.0,2.38
Birrwil,4.59,0.0,4.9,2.72,20.95,3.83,0.0,13.74,42.39,1.8,4.04,0.0,0.0,0.0,0.0,1.04
Birsfelden,2.3,0.0,8.1,3.98,15.22,2.07,0.0,28.98,25.05,0.67,11.86,0.0,0.0,0.0,0.0,1.77
Birwinken,5.39,0.0,9.81,3.63,6.11,6.39,0.0,9.15,49.57,4.53,5.32,0.0,0.0,0.0,0.0,0.1
Bischofszell,2.86,0.0,15.88,3.14,10.05,6.13,0.0,12.5,36.33,8.29,4.7,0.0,0.0,0.0,0.0,0.12
Bissone,0.0,0.0,18.27,0.0,20.57,0.64,0.0,14.27,16.43,0.0,2.58,26.0,0.0,0.0,0.0,1.24
Bister,0.0,0.0,52.03,0.0,4.05,0.0,0.0,2.03,35.14,0.0,6.76,0.0,0.0,0.0,0.0,0.0
Bitsch,0.0,0.18,44.65,0.0,2.24,0.0,0.0,8.49,37.52,0.0,6.9,0.0,0.0,0.0,0.0,0.03
Bivio,14.55,0.0,11.36,0.0,18.64,11.82,0.0,19.09,24.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bière,2.51,0.0,1.82,0.33,27.71,3.39,0.0,19.84,31.41,0.62,6.41,0.0,0.0,0.08,2.46,3.44
Blatten,0.0,0.39,77.86,0.0,0.53,0.0,0.0,2.69,15.7,0.0,2.83,0.0,0.0,0.0,0.0,0.0
Blauen,2.59,0.0,24.46,0.06,12.29,2.37,0.0,15.7,31.29,0.0,10.8,0.0,0.0,0.0,0.0,0.44
Bleienbach,12.67,0.0,0.58,3.39,4.1,3.79,0.39,15.31,51.57,1.28,5.3,0.0,0.0,0.92,0.0,0.7
Blenio,0.0,0.0,18.75,0.0,26.13,0.29,0.09,16.52,11.56,0.0,2.2,22.7,0.0,0.0,0.0,1.76
Blitzingen,0.0,0.0,63.98,0.0,0.0,0.0,0.0,19.54,14.18,0.0,2.3,0.0,0.0,0.0,0.0,0.0
Blonay,2.37,0.0,4.94,0.9,31.52,5.53,0.0,18.89,21.01,0.36,10.68,0.0,0.0,0.12,1.19,2.49
Blumenstein,13.77,0.0,0.72,7.99,3.01,2.63,0.0,11.4,51.47,4.07,3.48,0.0,0.0,0.07,0.0,1.39
Bodio,0.0,0.0,38.49,0.0,14.41,0.05,0.0,19.62,8.4,0.0,0.9,16.43,0.0,0.0,0.0,1.7
Bofflens,1.66,0.0,0.33,0.08,18.69,2.33,0.0,19.02,41.28,0.0,11.38,0.0,0.0,0.0,1.08,4.15
Bogis-Bossey,1.73,0.0,9.81,1.17,29.64,7.57,0.0,10.22,25.86,1.67,8.17,0.0,0.0,0.06,1.89,2.21
Bolken,9.25,0.0,12.99,0.08,19.19,4.07,0.0,19.86,28.69,0.93,3.65,0.0,0.0,0.0,0.0,1.27
Bolligen,14.25,0.0,2.63,3.66,16.47,6.22,0.13,21.05,24.28,1.35,8.21,0.0,0.0,0.52,0.0,1.21
Boltigen,10.06,0.0,0.23,1.01,2.92,2.71,0.22,5.63,71.0,2.23,3.46,0.0,0.0,0.27,0.0,0.26
Bonaduz,10.42,0.0,22.74,0.0,11.98,9.51,0.0,16.7,28.56,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Boncourt,0.0,9.69,44.97,0.0,11.33,0.0,0.55,22.76,8.32,0.0,2.29,0.0,0.0,0.0,0.0,0.09
Bonfol,0.0,2.7,31.42,0.0,18.92,0.0,2.36,15.37,21.45,0.0,6.42,0.0,0.0,0.0,0.0,1.35
Boningen,2.82,0.0,12.2,2.12,19.68,2.19,0.0,15.59,40.69,0.21,1.97,0.0,0.0,0.0,0.0,2.54
Boniswil,3.18,0.0,4.13,3.45,19.42,3.51,0.0,14.04,43.66,0.95,4.99,0.0,0.0,0.0,0.0,2.65
Bonstetten,3.8,0.0,3.38,3.14,16.47,11.86,0.11,20.4,29.1,1.75,6.66,0.0,0.0,0.17,0.0,3.15
Bonvillars,2.24,0.0,1.35,0.2,27.21,4.52,0.0,15.63,30.77,1.25,12.7,0.0,0.0,0.03,0.56,3.53
Boppelsen,2.21,0.0,2.98,6.76,16.73,7.89,0.01,14.0,40.21,3.74,4.59,0.0,0.0,0.01,0.0,0.88
Borex,2.55,0.0,4.6,0.5,35.69,4.96,0.0,16.12,23.04,0.02,8.73,0.0,0.0,0.02,1.37,2.41
Bosco/Gurin,0.0,0.0,42.65,0.0,3.92,2.45,3.92,9.8,0.0,0.0,0.49,14.22,0.0,0.0,0.0,22.55
Bossonnens,2.31,1.49,17.53,0.48,10.06,3.42,0.0,30.28,26.53,0.53,7.37,0.0,0.0,0.0,0.0,0.0
Boswil,3.86,0.0,14.92,1.77,8.17,1.89,0.0,9.72,53.33,0.17,4.19,0.0,0.0,0.0,0.0,1.99
Bottens,1.44,0.0,9.37,0.22,21.84,2.72,0.0,15.46,33.87,0.6,11.25,0.0,0.0,0.52,0.76,1.94
Bottenwil,7.13,0.0,2.91,9.15,12.64,2.38,0.0,11.59,45.22,3.2,3.66,0.0,0.0,0.0,0.0,2.13
Botterens,0.09,0.34,24.68,0.09,13.11,0.26,0.0,19.19,36.93,0.0,5.31,0.0,0.0,0.0,0.0,0.0
Bottighofen,3.03,0.0,13.95,1.38,25.44,10.44,0.0,14.49,24.64,1.21,5.44,0.0,0.0,0.0,0.0,0.0
Bottmingen,2.58,0.0,8.67,1.78,22.84,4.23,0.0,20.82,27.43,0.28,10.64,0.0,0.0,0.0,0.0,0.73
Boudry,1.6,0.0,3.47,0.0,29.88,3.6,6.92,24.24,19.42,0.0,8.86,0.0,0.0,0.0,0.0,2.0
Bougy-Villars,1.0,0.0,5.18,0.0,29.11,8.54,0.0,15.08,30.74,0.0,7.67,0.0,0.0,0.18,0.68,1.82
Boulens,0.65,0.0,0.76,2.99,23.64,9.08,0.0,16.47,27.01,0.43,14.62,0.0,0.0,0.0,1.9,2.45
Bourg-Saint-Pierre,0.0,2.36,22.16,0.0,53.18,0.0,0.0,7.24,14.48,0.0,0.59,0.0,0.0,0.0,0.0,0.0
Bourg-en-Lavaux,1.24,0.0,3.5,0.41,37.78,4.33,0.0,21.23,15.15,0.06,11.99,0.0,0.0,0.02,2.45,1.84
Bournens,3.08,0.0,1.13,1.24,25.71,5.81,0.0,17.65,36.32,0.0,7.52,0.0,0.0,0.06,0.3,1.18
Bourrignon,0.0,8.11,28.72,0.0,8.78,0.0,4.39,18.58,28.38,0.0,2.7,0.0,0.0,0.0,0.0,0.34
Boussens,3.3,0.0,4.21,0.34,22.06,2.68,0.0,16.67,34.47,0.78,11.24,0.0,0.0,0.21,1.46,2.58
Bovernier,0.0,0.81,35.7,0.0,20.88,0.0,0.0,30.5,9.84,0.0,2.05,0.0,0.0,0.0,0.0,0.21
Bowil,12.18,0.0,0.48,4.81,3.32,4.06,0.23,9.67,53.83,3.75,4.86,0.0,0.0,0.53,0.0,2.28
Boécourt,0.0,3.32,19.46,0.0,29.71,0.0,6.94,13.73,16.44,0.0,9.05,0.0,0.0,0.0,0.0,1.36
Braunau,5.15,0.0,9.82,5.03,6.43,6.06,0.0,6.79,54.03,1.76,4.31,0.0,0.0,0.0,0.0,0.61
Bregaglia,21.46,0.0,4.79,0.0,28.29,5.09,0.0,12.16,28.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breggia,0.0,0.0,23.95,0.0,25.0,0.59,0.25,16.88,6.96,0.0,4.11,20.16,0.0,0.0,0.0,2.09
Breil/Brigels,6.44,0.0,59.51,0.0,4.35,2.0,0.0,6.4,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Breitenbach,1.96,0.0,10.51,1.04,37.53,2.92,0.0,10.39,30.71,0.47,3.7,0.0,0.0,0.0,0.0,0.79
Bremblens,0.94,0.0,2.67,0.33,31.87,5.21,0.0,14.52,29.08,0.0,9.64,0.0,0.0,0.0,2.21,3.53
Bremgarten (AG),5.66,0.0,10.74,2.0,13.36,5.66,0.0,20.47,34.38,0.54,5.32,0.0,0.0,0.0,0.0,1.87
Bremgarten bei Bern,10.99,0.0,2.9,1.87,15.78,9.81,0.31,24.97,19.56,0.72,11.33,0.0,0.0,0.28,0.0,1.48
Brenles,1.28,0.0,3.64,0.09,18.94,2.55,0.0,10.38,42.9,0.09,14.75,0.0,0.0,0.0,0.0,5.37
Brenzikofen,10.99,0.0,1.05,3.06,7.25,4.59,0.54,9.58,51.94,3.58,4.79,0.0,0.0,0.54,0.0,2.11
Bretigny-sur-Morrens,0.53,0.0,2.46,1.16,20.96,1.88,0.0,24.74,33.51,0.14,9.95,0.0,0.0,0.08,1.88,2.71
Bretonnières,8.18,0.0,1.19,1.25,20.17,1.69,0.0,19.61,27.92,2.37,13.93,0.0,0.0,0.0,2.37,1.31
Bretzwil,2.79,0.0,5.46,3.11,8.63,2.08,0.0,11.03,56.14,0.16,10.1,0.0,0.0,0.0,0.0,0.49
Brienz (BE),11.42,0.0,0.69,2.54,7.81,4.36,0.38,13.49,41.78,5.02,9.75,0.0,0.0,0.47,0.0,2.28
Brienzwiler,7.04,0.0,3.2,1.49,4.09,3.76,0.02,10.98,56.58,0.87,9.3,0.0,0.0,1.58,0.0,1.1
Brig-Glis,0.0,0.19,48.55,0.0,4.33,0.0,0.0,10.35,32.71,0.0,3.81,0.0,0.0,0.0,0.0,0.05
Brione (Verzasca),0.0,0.0,31.46,0.0,17.01,0.0,0.0,8.16,9.69,0.0,6.29,15.82,0.0,0.0,0.0,11.56
Brione sopra Minusio,0.0,0.0,24.34,0.0,26.28,1.06,0.29,13.2,17.38,0.0,3.95,11.67,0.0,0.0,0.0,1.83
Brislach,4.0,0.0,13.91,0.86,11.9,1.87,0.0,15.34,44.08,0.24,7.33,0.0,0.0,0.0,0.0,0.47
Brissago,0.0,0.0,12.15,0.0,27.8,0.76,0.55,19.28,18.67,0.0,2.53,16.79,0.0,0.0,0.0,1.47
Brittnau,6.05,0.0,3.03,7.16,9.04,5.45,0.0,15.77,45.0,1.67,4.7,0.0,0.0,0.0,0.0,2.14
Broc,0.63,0.72,24.2,0.72,20.81,1.93,0.0,24.94,22.45,0.2,3.39,0.0,0.0,0.0,0.0,0.0
Brot-Dessous,5.71,0.0,6.43,0.0,5.71,5.0,9.29,18.57,33.57,0.0,12.14,0.0,0.0,0.0,0.0,3.57
Brot-Plamboz,0.0,0.0,4.73,0.0,26.63,0.39,5.92,13.41,40.43,0.0,5.33,0.0,0.0,0.0,0.0,3.16
Brugg,4.3,0.0,7.49,4.21,19.14,5.16,0.0,20.24,25.91,1.35,9.57,0.0,0.0,0.0,0.0,2.63
Brunegg,6.13,0.0,2.85,4.5,14.36,2.85,0.0,12.08,47.55,3.48,3.39,0.0,0.0,0.0,0.0,2.82
Brusino Arsizio,0.0,0.0,23.36,0.0,20.59,0.46,0.98,18.28,8.77,0.0,3.81,21.22,0.0,0.0,0.0,2.54
Brusio,4.82,0.0,16.84,0.0,6.49,1.99,0.0,14.27,55.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brügg,11.89,0.0,1.74,3.76,8.99,6.71,0.44,23.16,32.18,0.69,7.88,0.0,0.0,0.93,0.0,1.63
Brünisried,1.81,1.39,23.25,0.06,5.13,1.21,0.0,11.23,51.69,0.85,3.38,0.0,0.0,0.0,0.0,0.0
Brüttelen,13.17,0.0,0.66,1.51,6.06,6.49,0.19,11.89,53.51,0.72,5.13,0.0,0.0,0.04,0.0,0.62
Brütten,4.1,0.0,2.72,3.4,20.57,9.39,0.01,13.02,37.63,2.84,3.92,0.0,0.0,0.12,0.0,2.27
Bubendorf,3.42,0.0,4.29,4.53,12.71,2.25,0.0,21.92,33.02,0.97,16.37,0.0,0.0,0.0,0.0,0.52
Bubikon,4.54,0.0,4.64,4.12,10.82,8.67,0.1,15.26,36.12,7.03,6.01,0.0,0.0,0.11,0.0,2.59
Buch (SH),0.0,0.0,0.0,0.0,4.86,0.0,0.0,20.65,65.18,4.45,1.21,0.0,0.0,0.0,0.0,3.64
Buch am Irchel,7.41,0.0,2.0,1.51,12.91,9.52,0.0,7.54,51.42,4.56,2.28,0.0,0.0,0.06,0.0,0.79
Buchberg,0.0,0.0,0.0,0.0,16.51,0.0,0.0,25.17,53.23,3.46,1.15,0.0,0.0,0.0,0.0,0.46
Buchegg,6.71,0.0,6.12,0.92,29.7,3.66,0.0,18.56,27.79,0.66,5.13,0.0,0.0,0.0,0.0,0.74
Buchholterberg,9.09,0.0,0.52,5.01,4.24,3.29,0.0,6.44,59.74,7.32,1.98,0.0,0.0,0.79,0.0,1.59
Buchillon,0.51,0.0,3.43,1.81,39.99,5.08,0.0,13.75,20.26,0.65,8.27,0.0,0.0,0.0,2.13,4.11
Buchrain,2.53,0.0,19.44,0.92,22.29,7.65,0.0,13.62,27.77,0.0,4.87,0.0,0.0,0.19,0.0,0.72
Buchs (AG),3.9,0.0,7.11,5.66,15.2,4.99,0.0,18.34,36.52,0.98,5.75,0.0,0.0,0.0,0.0,1.56
Buchs (SG),5.04,0.0,9.43,4.06,15.83,4.12,0.0,18.75,33.84,2.16,4.5,0.0,0.0,0.23,0.0,2.04
Buchs (ZH),4.05,0.0,3.44,2.39,13.56,6.36,0.01,13.07,47.41,2.89,4.21,0.0,0.0,0.22,0.0,2.38
Buckten,2.16,0.0,2.27,3.75,13.18,1.59,0.0,19.26,33.24,1.08,23.24,0.0,0.0,0.0,0.0,0.23
Bulle,0.77,0.89,19.23,0.4,21.15,2.55,0.0,26.75,22.52,0.56,5.16,0.0,0.0,0.0,0.0,0.0
Bullet,1.08,0.0,1.31,1.11,23.42,2.7,0.0,16.68,39.0,2.13,8.15,0.0,0.0,0.59,1.18,2.65
Buochs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.82,0.0,0.0,0.0,0.0,0.0,0.0,16.18
Bure,0.0,1.48,49.4,0.0,32.75,0.0,0.67,8.86,5.5,0.0,1.21,0.0,0.0,0.0,0.0,0.13
Burg (AG),1.35,0.0,2.38,1.19,19.2,3.41,0.0,12.64,48.67,2.67,4.44,0.0,0.0,0.0,0.0,4.05
Burg im Leimental,4.46,0.0,15.38,0.0,3.69,4.0,0.0,27.23,34.77,0.0,10.46,0.0,0.0,0.0,0.0,0.0
Burgdorf,12.79,0.0,1.76,6.14,9.34,7.39,0.54,24.8,22.01,3.03,9.82,0.0,0.0,0.41,0.0,1.96
Burgistein,12.16,0.0,1.44,4.46,3.69,3.16,0.03,15.76,47.03,3.38,6.06,0.0,0.0,0.79,0.0,2.03
Bursinel,0.29,0.0,7.11,0.83,32.45,5.93,0.0,11.96,35.39,0.1,4.85,0.0,0.0,0.0,0.05,1.03
Bursins,0.96,0.0,4.58,0.76,23.01,2.3,0.0,19.27,34.2,0.28,10.94,0.0,0.0,0.0,1.52,2.18
Burtigny,0.22,0.0,0.6,8.69,20.8,4.51,0.0,8.64,39.98,3.75,7.93,0.0,0.0,0.0,1.2,3.69
Buseno,1.56,0.0,52.73,0.0,1.56,0.0,0.0,9.38,34.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bussigny,1.26,0.0,3.28,1.6,25.45,4.09,0.0,26.3,22.69,1.11,9.67,0.0,0.0,0.1,2.29,2.17
Bussnang,6.39,0.0,11.87,1.44,6.22,3.46,0.0,9.22,50.9,5.22,4.74,0.0,0.0,0.0,0.0,0.54
Busswil bei Melchnau,17.95,0.0,0.56,4.17,5.81,2.72,0.0,6.94,53.09,4.26,3.37,0.0,0.0,0.23,0.0,0.89
Bussy (FR),3.15,0.58,26.46,0.0,23.43,1.52,0.0,17.13,21.68,0.0,6.06,0.0,0.0,0.0,0.0,0.0
Bussy-Chardonney,0.67,0.0,5.16,0.09,44.59,3.59,0.0,18.98,16.6,1.17,7.04,0.0,0.0,0.18,0.49,1.44
Bussy-sur-Moudon,5.3,0.0,2.65,0.0,25.66,0.28,0.0,18.09,24.53,0.0,12.69,0.0,0.0,0.0,3.31,7.48
Buttisholz,1.47,0.0,37.32,0.67,12.99,5.0,0.0,6.67,32.53,0.0,3.02,0.0,0.0,0.02,0.0,0.32
Buttwil,4.92,0.0,12.51,1.7,11.31,6.45,0.0,11.38,43.26,0.77,6.39,0.0,0.0,0.0,0.0,1.32
Buus,1.37,0.0,3.51,0.69,7.26,2.22,0.0,13.24,52.82,0.44,18.32,0.0,0.0,0.0,0.0,0.12
Bäretswil,4.63,0.0,2.67,8.59,12.24,5.24,0.19,10.25,43.27,5.17,5.05,0.0,0.0,0.07,0.0,2.63
Bäriswil,17.52,0.0,2.65,2.4,5.34,9.35,0.01,14.98,36.79,2.58,6.34,0.0,0.0,0.22,0.0,1.81
Bärschwil,1.88,0.0,23.78,1.88,18.43,1.58,0.0,7.89,38.03,0.76,5.7,0.0,0.0,0.0,0.0,0.05
Bätterkinden,16.65,0.0,1.58,3.43,7.28,6.06,0.53,23.09,30.28,1.04,7.91,0.0,0.0,0.26,0.0,1.88
Bättwil,3.15,0.0,16.53,2.1,17.93,3.59,0.0,17.84,30.0,0.57,6.3,0.0,0.0,0.0,0.0,2.01
Böbikon,4.27,0.0,7.79,0.08,7.3,4.76,0.0,5.25,64.64,0.16,5.5,0.0,0.0,0.0,0.0,0.25
Böckten,2.97,0.0,4.32,3.33,14.64,1.67,0.0,17.34,35.77,0.41,18.74,0.0,0.0,0.0,0.0,0.81
Bönigen,14.37,0.0,0.86,2.73,6.13,3.25,0.33,19.08,40.7,1.88,8.71,0.0,0.0,0.85,0.0,1.11
Bösingen,2.41,1.46,23.51,1.52,11.16,4.18,0.0,19.76,29.93,2.14,3.94,0.0,0.0,0.0,0.0,0.0
Böttstein,3.81,0.0,12.56,1.37,13.29,2.63,0.0,8.98,53.04,0.86,2.63,0.0,0.0,0.0,0.0,0.81
Bözberg,5.93,0.0,5.91,2.85,12.97,4.56,0.0,13.75,45.03,0.86,4.68,0.0,0.0,0.0,0.0,3.48
Bözen,6.84,0.0,5.77,1.99,9.78,3.27,0.0,13.15,51.05,2.4,3.35,0.0,0.0,0.0,0.0,2.4
Büetigen,12.38,0.0,1.7,1.75,8.16,5.33,0.21,15.93,43.74,3.55,4.26,0.0,0.0,0.45,0.0,2.54
Bühl,21.42,0.0,1.01,2.13,7.54,8.06,0.0,7.64,46.06,0.35,4.37,0.0,0.0,0.12,0.0,1.31
Bühler,0.0,0.0,0.0,0.0,33.84,0.0,0.0,22.84,41.81,0.0,0.0,0.0,0.0,0.0,0.0,1.51
Bülach,3.77,0.0,3.18,5.74,13.17,6.7,0.06,19.69,35.5,4.13,5.63,0.0,0.0,0.16,0.0,2.29
Bünzen,5.29,0.0,11.68,0.61,6.88,2.88,0.0,10.54,50.16,0.94,9.83,0.0,0.0,0.0,0.0,1.19
Bürchen,0.0,0.69,63.29,0.0,3.96,0.0,0.0,10.27,20.77,0.0,1.02,0.0,0.0,0.0,0.0,0.0
Büren (SO),2.26,0.0,16.22,1.31,16.22,3.31,0.0,19.84,33.85,0.3,5.93,0.0,0.0,0.0,0.0,0.75
Büren an der Aare,15.45,0.0,1.68,4.48,10.12,6.32,0.35,16.56,36.11,1.63,4.59,0.0,0.0,1.02,0.0,1.7
Bürglen (TG),4.34,0.0,12.68,2.49,9.96,5.43,0.0,7.98,46.44,4.92,5.38,0.0,0.0,0.0,0.0,0.38
Bürglen (UR),0.0,0.0,23.91,0.0,0.0,0.0,0.0,0.0,50.06,0.0,23.86,0.0,0.0,0.0,0.0,2.17
Büron,0.85,0.0,18.88,0.54,26.73,4.42,0.0,8.66,34.68,0.0,4.55,0.0,0.0,0.02,0.0,0.68
Büsserach,1.53,0.0,16.66,0.38,25.53,2.32,0.0,9.8,39.06,0.38,3.63,0.0,0.0,0.0,0.0,0.69
Bütschwil-Ganterschwil,3.06,0.0,23.62,1.16,12.11,2.44,0.0,7.41,42.63,2.56,3.45,0.0,0.0,0.1,0.0,1.44
Büttenhardt,0.0,0.0,0.0,0.0,10.0,0.0,0.0,22.65,54.12,5.88,4.41,0.0,0.0,0.0,0.0,2.94
Büttikon,4.99,0.0,8.1,1.6,15.7,4.6,0.0,5.9,54.44,0.82,1.97,0.0,0.0,0.0,0.0,1.87
Cademario,0.0,0.0,12.09,0.0,27.25,0.28,0.0,17.08,13.79,0.0,2.4,25.18,0.0,0.0,0.0,1.93
Cadempino,0.0,0.0,25.21,0.0,22.48,0.21,0.03,9.07,12.97,0.0,2.63,26.79,0.0,0.0,0.0,0.62
Cadenazzo,0.0,0.0,17.31,0.0,31.24,0.33,0.17,12.09,8.61,0.0,2.83,25.61,0.0,0.0,0.0,1.8
Calanca,17.88,0.0,17.15,0.0,4.74,1.82,0.0,36.86,21.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cama,3.14,0.0,29.67,0.0,15.52,2.36,0.0,11.59,37.52,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Camorino,0.0,0.0,20.11,0.0,28.07,0.55,0.67,19.96,7.71,0.0,3.2,17.61,0.0,0.0,0.0,2.11
Campo (Vallemaggia),0.0,0.0,28.31,0.0,11.45,9.64,0.0,15.06,16.87,0.0,0.0,7.23,0.0,0.0,0.0,11.45
Canobbio,0.0,0.0,28.81,0.0,16.39,0.57,0.21,14.4,13.56,0.0,1.92,22.31,0.0,0.0,0.0,1.83
Capriasca,0.0,0.0,19.52,0.0,17.56,0.75,0.92,19.9,8.38,0.0,4.67,24.34,0.0,0.0,0.0,3.97
Carouge (GE),0.57,0.0,11.02,0.43,18.67,1.95,0.0,22.17,14.91,0.23,11.97,0.0,8.57,0.0,9.1,0.42
Carrouge (VD),2.27,0.0,4.52,0.08,28.0,4.14,0.0,20.3,19.36,0.47,11.98,0.0,0.0,0.15,4.65,4.07
Cartigny,0.86,0.0,11.82,1.33,28.61,2.04,0.0,14.36,16.58,0.0,15.61,0.0,3.29,0.0,5.51,0.0
Caslano,0.0,0.0,19.57,0.0,20.47,1.42,0.09,16.92,14.34,0.0,3.31,22.07,0.0,0.0,0.0,1.81
Castaneda,3.22,0.0,35.67,0.0,4.68,1.46,0.0,17.84,37.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castel San Pietro,0.0,0.0,26.71,0.0,16.52,0.46,0.92,13.52,9.5,0.0,4.43,26.17,0.0,0.0,0.0,1.79
Casti-Wergenstein,13.33,0.0,7.5,0.0,21.67,10.0,0.0,10.83,36.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cazis,17.99,0.0,18.24,0.0,8.3,6.36,0.0,14.38,34.52,0.0,0.0,0.0,0.0,0.0,0.0,0.22
Celerina/Schlarigna,18.54,0.0,5.41,0.0,28.73,9.18,0.0,12.06,26.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centovalli,0.0,0.0,15.8,0.0,22.1,1.63,0.29,17.68,10.01,0.0,3.51,24.87,0.0,0.0,0.0,4.11
Cerentino,0.0,0.0,7.59,0.0,29.66,0.0,0.0,23.45,4.83,0.0,1.38,11.72,0.0,0.0,0.0,21.38
Cevio,0.0,0.0,32.03,0.0,20.61,0.57,1.23,11.51,8.73,0.0,3.75,15.08,0.0,0.0,0.0,6.5
Chalais,0.0,2.73,23.05,0.0,25.16,0.0,0.0,19.91,21.31,0.0,7.39,0.0,0.0,0.0,0.0,0.45
Cham,0.0,0.0,26.4,0.0,15.76,3.92,0.0,14.81,31.4,0.0,6.69,0.0,0.0,0.0,0.0,1.03
Chamblon,3.57,0.0,3.29,0.09,36.54,3.29,0.0,21.04,19.49,0.79,7.62,0.0,0.0,0.03,2.69,1.55
Chamoson,0.0,1.3,31.72,0.0,27.06,0.0,0.0,11.59,22.51,0.0,5.45,0.0,0.0,0.0,0.0,0.36
Champagne,2.91,0.0,2.0,2.86,24.06,7.31,0.0,15.57,30.65,0.51,9.82,0.0,0.0,0.29,0.22,3.81
Champoz,4.18,0.0,1.26,6.61,4.0,0.0,0.0,5.35,63.82,9.8,1.57,0.0,0.0,0.99,0.0,2.43
Champtauroz,2.27,0.0,3.11,6.94,19.26,0.96,0.0,30.38,30.02,0.0,3.83,0.0,0.0,0.0,1.08,2.15
Champvent,2.57,0.0,1.46,1.46,18.31,3.48,0.0,14.72,42.35,0.88,10.25,0.0,0.0,0.0,1.66,2.86
Champéry,0.0,0.9,30.76,0.0,35.23,0.0,0.0,7.24,21.71,0.0,3.91,0.0,0.0,0.0,0.0,0.24
Chancy,0.77,0.0,10.09,0.97,16.81,4.16,0.0,14.39,20.11,0.0,13.85,0.0,12.28,0.0,5.87,0.71
Chapelle (Glâne),0.5,1.16,23.59,0.5,11.3,0.33,0.0,19.44,34.55,2.66,5.98,0.0,0.0,0.0,0.0,0.0
Chardonne,1.87,0.0,4.17,0.77,33.54,4.8,0.0,20.61,18.2,0.48,11.6,0.0,0.0,0.23,1.49,2.24
Charrat,0.0,1.38,23.76,0.0,41.15,0.0,0.0,10.51,17.08,0.0,4.5,0.0,0.0,0.0,0.0,1.63
Chavannes-de-Bogis,3.1,0.0,10.6,0.0,26.96,4.6,0.0,11.96,34.86,0.02,4.6,0.0,0.0,0.0,1.43,1.87
Chavannes-des-Bois,3.3,0.0,7.29,0.0,32.26,7.39,0.0,14.12,24.2,0.0,9.59,0.0,0.0,0.03,0.16,1.65
Chavannes-le-Chêne,1.12,0.0,0.84,0.14,29.44,0.7,0.0,9.79,43.78,0.0,8.95,0.0,0.0,0.0,1.33,3.92
Chavannes-le-Veyron,3.18,0.0,0.35,2.35,17.18,2.71,0.0,21.76,34.94,0.0,15.18,0.0,0.0,0.0,2.24,0.12
